"RPTID","CAUSE","CAUSE_TXT","OPERATOR_ID","OWNER_OPERATOR_ID","NAME","OPSTREET","OPCITY","OPCOUNTY","OPSTATE","OPZIP","IHOUR","IDATE","IYEAR","LATITUDE","LONGITUDE","ACCITY","ACCOUNTY","ACSTATE","ACZIP","MPVST","SURNO","TELRN","TELID","TELDT","PPPRP","EMRPRP","ENVPRP","OPCPRP","OPCPRPO","PRODPRP","OPPRP","OOPPRP","OOPPRPO","PRPTY","SPILLED","COMM","CLASS","CLASS_TXT","SPUNIT","SPUNIT_TXT","LOSS","RECOV","GEN_CAUSE","GEN_CAUSE_TXT","LINE_SEG","IFED","INTER","OFFSHORE","OFFAREA","BNUMB","OFFST","OCS","OPPROP","PIPEROW","HCA","HCADESC","SYSPRT","SYSPRT_TXT","SYSPRTO","FAIL_OC","FAIL_OC_TXT","FAIL_OCO","PRTYR","INC_PRS","MOP","OPRS","LRTYPE","LRTYPE_TXT","LRTYPEO","LEAK","LEAK_TXT","PUNC_DIAM","RUPTURE","RUPTURE_TXT","RUPLN","PROPLN","UBLKVM","UBLKVA","UBLKVR","UBLKVC","DBLKVM","DBLKVA","DBLKVR","DBLKVC","SEGISO","VLVDIST","SEGCONF","INLINE","INLINE_TXT","DRHRMF","DRHRMFY","DRLRMF","DRLRMFY","DRUT","DRUTY","DRGEO","DRGEOY","DRCAL","DRCALY","DRCRK","DRCRKY","DRHARD","DRHARDY","DROTH","DROTHY","NPS","WALLTHK","SPEC","SMYS","SEAM","VALVE","MANU","MANYR","LOCLK","LOCLK_TXT","LOCLKO","DEPTH_COV","EFAT","NFAT","GPFAT","INJURE","EINJ","NINJ","GPINJ","SHUTDOWN","SHUTDAY","SHUTHR","SHUTMIN","IGNITE","EXPLO","EVAC","EVACNO","EVAC_REASON","EVAC_REASON_TEXT","STHH","STMN","FISH","BIRDS","TERRESTRIAL","SOIL","SOIL_YRD","IMPACT","REMEDIAL","RSURFACE","RGROUND","RSOIL","RVEG","RWILD","WATER","AMT_IN_WATER","OCEAN","SURFACE","GROUNDW","DRINK","DRINKSRC","DRINKSRC_TXT","COMP_BASED","DETECTED","DETECTED_TXT","DETECTEDO","DURLEAK_DAY","DURLEAK_HR"
20040344,,,2731,,"CHEVRON PIPE LINE COMPANY","2811 HAYES ROAD","HOUSTON","HARRIS","TX",77082,1000,"11/17/2004",2004,,,"BLUM","HILL","TX",76627,255.98,,,,,0,0,0,0,,20,0,5854,"CEAN-UP & FOOT VALVE REPLACEMENT",5874,"YES","CRUDE OIL",4,"CRUDE OIL",2,"GALLONS",15,15,6,"EQUIPMENT",,"NO",,"NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20040345,22,"RUPTURED OR LEAKING SEAL/PUMP PACKING",2731,,"CHEVRON PIPE LINE COMPANY","2811 HAYES ROAD","HOUSTON","HARRIS","TX",77082,2039,"11/10/2004",2004,,,"MILFORD","ELLIS","TX",76670,36.2,,741039,,"11/10/2004",0,0,0,0,,2500,0,147500,"EMERGENCY RESPONSE/PIPE REPAIR",150000,"YES","RAW LPG",1,"HVLS/OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS",1,"BARRELS",98,0,6,"EQUIPMENT","WEST TEXAS LPG","NO","INTERSTATE","NO",,,,"NO","NO","YES","NO",,5,"ONSHORE PIPELINE, INCLUDING VALVE SITES",,7,"COMPONENT",,1969,500,980,"NO",4,"OTHER","LEAKING STOPPLE FITTING",,,,,,,,"YES","NO","NO","NO","YES","NO","NO","NO",1500,39600,"YES",1,"YES","YES",2003,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,14,0.22,"API 5L",52000,"EW","GATE VALVES","LST",1966,4,"UNDER GROUND",,60,0,0,0,0,0,0,0,"YES",2,0,0,"NO","NO","YES",10,1,"PRECAUTIONARY BY COMPANY",10,0,"NO","NO","NO","NO",,"NO","NO","NO","NO","NO","NO","NO","NO",,,,,,,,"NO",6,"A THIRD PARTY",,0,6
20040346,25,"UNKNOWN",4472,,"KINDER MORGAN ENERGY PARTNERS LP","500 DALLAS ST, SUITE 1000","HOUSTON","HARRIS","TX",77002,1445,"11/1/2004",2004,"N-41 -24'-42.50""","W-88 -20'-41.22""","MORRIS","GRUNDY","IL",60450,,,740131,,"11/1/2004",0,0,0,0,,4,0,225,"COMPANY LABOR",0,"YES","PROPYLENE",1,"HVLS/OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS",2,"GALLONS",4,0,8,"OTHER","PROPYLENE TANK #2","NO","INTERSTATE","NO",,,,"NO","YES","NO","YES","NW, OTHER",1,"ABOVE GROUND STORAGE TANK",,14,"OTHER","BELLY OF TANK NEAR THE INLET PIPING",1996,0,250,"NO",,,,,,,,,,,"NO","NO","NO","NO","NO","NO","NO","NO",,,,,,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,,,,,,,,,3,"ABOVE GROUND",,,0,0,0,0,0,0,0,"NO",,,,"NO","NO","NO",,,,1,0,"NO","NO","NO","NO",,"NO","NO","NO","NO","NO","NO","NO","NO",,,,,,,,"YES",3,"LOCAL OPERATING PERSONNEL, PROCEDURES OR EQUIPMENT",,0,0
20040347,,,22610,,"MAGELLAN PIPELINE COMPANY LP","ONE WILLIAMS CENTER, PO BOX 22186","TULSA","TULSA","OK","74121-2186",1130,"11/2/2004",2004,41.68259,-91.57055,"CORALVILLE","JOHNSON","IA",52241,"0+00",,,,,0,3500,5000,0,,0,6535,0,,15035,"YES","UNLEADED GASOLINE",3,"GASOLINE, DIESEL, FUEL OIL OR OTHER PETROLEUM PRODUCT WHICH IS A LIQUID AT AMBIENT CONDITIONS",1,"BARRELS",4,4,4,"OTHER OUTSIDE FORCE DAMAGE",,"NO",,"NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20040348,1,"CORROSION, EXTERNAL",2731,,"CHEVRON PIPE LINE COMPANY","2811 HAYES ROAD","HOUSTON","HARRIS","TX",77082,730,"11/15/2004",2004,,,"HUNTINGTON BEACH","ORANGE","CA",92647,,,,,,0,0,0,0,,450,0,0,,450,"YES","CRUDE",4,"CRUDE OIL",1,"BARRELS",11,11,1,"CORROSION","HUNTINGTON BEACH TERMINAL","NO","INTRASTATE","NO",,,,"NO","YES","NO","YES","HIGH POPULATION",3,"PUMP/METER STATION; TERMINAL/TANK FARM PIPING AND EQUIPMENT, INCLUDING SUMPS",,14,"OTHER","DRAIN PLUG ON STRAINER",,145,600,"NO",,,,,,,,,,,"NO","NO","NO","NO","NO","NO","NO","NO",,,,,,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,,,,,,,,,3,"ABOVE GROUND",,,0,0,0,0,0,0,0,"NO",,,,"NO","NO","NO",,,,0,30,"NO","NO","NO","NO",,"NO","NO","NO","NO","NO","NO","NO","NO",,,,,,,,"NO",3,"LOCAL OPERATING PERSONNEL, PROCEDURES OR EQUIPMENT",,,
20040349,,,19237,,"TEPPCO","2929 ALLEN PARKWAY","HOUSTON","HARRIS","TX",77019,710,"12/7/2004",2004,"N41 30.531 ","W87 26.826","GRIFFITH","LAKE","IN",46319,,,,,,0,0,0,0,,1,0,3500,"CLEAN UP COSTS",3501,"YES","GASOLINE UL REG",3,"GASOLINE, DIESEL, FUEL OIL OR OTHER PETROLEUM PRODUCT WHICH IS A LIQUID AT AMBIENT CONDITIONS",2,"GALLONS",25,22,6,"EQUIPMENT",,"NO",,"NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20040350,,,30829,,"TEPPCO","210 PARK AVENUE, SUITE 1600","OKLAHOMA CITY","OKLAHOMA","OK",73102,900,"12/6/2004",2004,"N29 20.907","W94 56.375","TEXAS CITY","GALVESTON","TX",77568,,,,,,0,0,0,0,,1,0,8000,"CLEAN UP COSTS",8001,"YES","CRUDE",4,"CRUDE OIL",2,"GALLONS",10,10,2,"NATURAL FORCES",,"NO",,"NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20040351,8,"OPERATOR EXCAVATION DAMAGE",22855,,"KOCH PIPELINE COMPANY, L.P","PO BOX 29","MEDFORD","GRANT","OK",73759,1650,"11/19/2004",2004,,,"MEDFORD","GRANT","OK",73759,,,741937,,"11/19/2004",0,0,0,0,,10,0,80000,"REPAIR",80010,"YES","ISO-BUTANE",1,"HVLS/OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS",1,"BARRELS",14,0,3,"EXCAVATION DAMAGE","LINE 3","NO","INTERSTATE","NO",,,,"NO","NO","YES","NO",,5,"ONSHORE PIPELINE, INCLUDING VALVE SITES",,1,"BODY OF PIPE",,1975,1132,1250,"NO",1,"LEAK",,1,"PINHOLE",,,,,,"NO","NO","NO","NO","NO","NO","NO","NO",10,10,"YES",1,"YES","YES",1999,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,6.25,0.22,"GRADE B",35000,,,,,4,"UNDER GROUND",,120,0,0,0,0,0,0,0,"YES",3,12,3,"NO","NO","NO",,,,,,"NO","NO","NO","NO",,"NO","NO","NO","NO","NO","NO","NO","NO",,,,,,,,"NO",5,"AIR PATROL OR GROUND SURVEILLANCE",,,4
20040352,,,18386,,"BP OIL PIPELINE","28100 TORCH PKWY","WARRENVILLE","DUPAGE","IL",60555,1540,"11/30/2004",2004,"29DEG22MIN45SEC","89DEG32MIN23.98SEC",,"PLAQUEMINES","LA",,0,,742833,,"11/30/2004",0,0,0,0,,60,0,450,"GAS DETECTOR REPLACEMENT",510,"YES","CRUDE OIL",4,"CRUDE OIL",1,"BARRELS",2,2,4,"OTHER OUTSIDE FORCE DAMAGE",,"NO",,"NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20040354,19,"PIPE SEAM WELD",31684,,"PHILLIPS PIPE LINE CO."," P.O.BOX 1267","PONCA CITY","KAY","OK",74604,1945,"11/22/2004",2004,"38 03.945","103 29.307","LA JUNTA","OTERO ","CO",81050,209.5,,742174,,"11/22/2004",0,10000,50000,0,,110600,15000,0,,185600,"YES","UNLEADED GASOLINE",3,"GASOLINE, DIESEL, FUEL OIL OR OTHER PETROLEUM PRODUCT WHICH IS A LIQUID AT AMBIENT CONDITIONS",1,"BARRELS",2765,0,5,"MATERIAL AND/OR WELD FAILURES","BORGER TO DENVER","NO","INTERSTATE","NO",,,,"NO","NO","YES","NO",,5,"ONSHORE PIPELINE, INCLUDING VALVE SITES",,2,"PIPE SEAM",,1971,1221,1374,"NO",2,"RUPTURE",,,,,2,"LONGITUDINAL-TEAR/CRACK",60,5,"YES","NO","NO","NO","YES","NO","NO","NO",31680,31680,"YES",1,"YES","YES",2000,"NO",,"NO",,"NO",,"YES",2004,"NO",,"NO",,"NO",,8.63,0.16,"5L ",52000,"ERW, HIGH FREQUENCY WELD","GATE","LONE STAR",1971,4,"UNDER GROUND",,34,0,0,0,0,0,0,0,"YES",1,6,7,"NO","NO","NO",,,,0,0,"NO","NO","NO","YES",100,"YES","YES","NO","NO","YES","NO","NO","NO",,,,,,,,"YES",1,"CPM/SCADA-BASED SYSTEM WITH LEAK DETECTION",,0,0
20040355,2,"CORROSION, INTERNAL",22855,,"KOCH PIPELINE CO LP","8606 1H 37","CORPUS CHRISTI","NUECES","TX",78409,830,"10/23/2004",2004,"28.32532 N","-97.21254 W",,"REFUGIO","TX",78377,,"CHAINING STATION #229+37",739222,,"10/23/2004",0,45000,35000,0,,3675,0,0,,83675,"YES","CRUDE OIL",4,"CRUDE OIL",1,"BARRELS",75,0,1,"CORROSION","INDEX 60505010 NEW QUINTA","NO","INTRASTATE","NO",,,,"NO","NO","YES","NO",,5,"ONSHORE PIPELINE, INCLUDING VALVE SITES",,6,"JOINT",,,39,296,"NO",1,"LEAK",,1,"PINHOLE",,,,,,"YES","NO","NO","NO","YES","NO","NO","NO",59136,59136,"YES",1,"YES","YES",2001,"NO",,"NO",,"NO",,"YES",2001,"NO",,"NO",,"NO",,12,0.31,"B",42000,"SEAMLESS","N/A","UNKNOWN",,1,"OPEN DITCH",,,0,0,0,0,0,0,0,"YES",2,12,0,"NO","NO","NO",,,,,0,"NO","NO","NO","YES",500,"NO","YES","NO","YES","YES","NO","NO","YES",0,"NO","NO","YES","NO",,,"YES",1,"CPM/SCADA-BASED SYSTEM WITH LEAK DETECTION",,0,2
20040356,24,"MISCELLANEOUS",300,,"PLAINS PIPELINE LP","3070 SKYWAY DRIVE STE 303","SANTA MARIA","SANTA BARBARA","CA",93455,930,"11/15/2004",2004,"34 52.9","12 15.9","SANTA MARIA","SANTA BARBARA","CA",93455,,,741436,,"11/15/2004",0,500,4500,0,,300,2000,0,,7300,"YES","CRUDE OIL",4,"CRUDE OIL",1,"BARRELS",8,0,8,"OTHER","GAVIOTA TO MARICOPA, CA","NO","INTERSTATE","NO",,,,"NO","YES","NO","NO",,3,"PUMP/METER STATION; TERMINAL/TANK FARM PIPING AND EQUIPMENT, INCLUDING SUMPS",,8,"VALVE",,1987,750,1326,"NO",,,,,,,,,,,"NO","NO","NO","NO","NO","NO","NO","NO",,,,,,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,,,,,,"FLANGE END CHECK VALVE ANSI 600#","WHEATLEY",1986,4,"UNDER GROUND",,36,0,0,0,0,0,0,0,"YES",1,8,,"NO","NO","NO",,,,,,"NO","NO","NO","YES",75,"YES","YES","NO","NO","YES","NO","NO","NO",,,,,,,,"YES",3,"LOCAL OPERATING PERSONNEL, PROCEDURES OR EQUIPMENT",,3,
20040357,20,"MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",31684,,"CONOCOPHILLIPS TOSCO DISTRIBUTION"," P.O.BOX 1267","PONCA CITY","KAY","OK",74604,15,"12/16/2004",2004,"35.49 992","119.81 145","LOST HILLS","KERN","CA",93249,"MIDDLE WATER PUMP STATION",,742728,,"11/30/2004",0,25000,5000,0,,400,0,0,,30400,"YES","CRIDE OIL",4,"CRUDE OIL",1,"BARRELS",400,390,6,"EQUIPMENT","MIDDLE WATER PUMP STATION","NO","INTRASTATE","NO",,,,"NO","YES","NO","NO",,1,"ABOVE GROUND STORAGE TANK",,14,"OTHER","TEMPORARY STORAGE TANK, FRAC TANK",2004,0,0,"NO",,,,,,,,,,,"NO","NO","NO","NO","NO","NO","NO","NO",,,,,,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,0,0,0,0,0,0,0,2004,3,"ABOVE GROUND",,0,0,0,0,0,0,0,0,"YES",0,12,0,"NO","NO","NO",,,,0,0,"NO","NO","NO","YES",25,"NO","NO","NO","NO","NO","NO","NO","NO",,,,,,,,"YES",1,"CPM/SCADA-BASED SYSTEM WITH LEAK DETECTION",,0,5
20040358,15,"COMPONENT",12127,,"MARATHON ASHLAND PIPE LINE LLC","539 S MAIN ST","FINDLAY","HANCOCK","OH",45840,1600,"11/10/2004",2004,38.78935,-89.08525,"PATOKA","MARION","IL",62892,"PATOKA STATION",,741082,,"11/11/2004",0,0,0,0,,100,153971,92065,"EMERGENCY RESPONSE AND REMEDIATION",246136,"YES","CRUDE OIL",4,"CRUDE OIL",1,"BARRELS",38,36,5,"MATERIAL AND/OR WELD FAILURES","PATOKA TANK 657","NO","INTERSTATE","NO",,,,"NO","YES","NO","NO",,1,"ABOVE GROUND STORAGE TANK",,14,"OTHER","WELD/CONSTRUCTION FATIGUE FAILURE",1976,,,"NO",,,,,,,,,,,"NO","NO","NO","NO","NO","NO","NO","NO",,,,,,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,,,,,,,"GATX",1976,3,"ABOVE GROUND",,,0,0,0,0,0,0,0,"NO",,,,"NO","NO","NO",,,,,,"NO","NO","NO","YES",1,"NO","NO","NO","NO","NO","NO","NO","NO",,,,,,,,"YES",3,"LOCAL OPERATING PERSONNEL, PROCEDURES OR EQUIPMENT",,,2
20040359,,,300,,"PLAINS PIPELINE, L.P.","333 CLAY ST ","HOUSTON","HARRIS","TX",77002,1740,"11/20/2004",2004,"N30 43.816'","W93 30.843'","MERRYVILLE","BEAUREGARD","LA",70653,3.75,,,,,0,2500,1570,0,,25,504,6560,"REPAIR",11159,"YES","CRUDE OIL",4,"CRUDE OIL",2,"GALLONS",21,0,5,"MATERIAL AND/OR WELD FAILURES",,"NO",,"NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20040360,,,18092,,"SFFP LP AN OPERATING PARTNERSHIP OF KINDER MORGAN ENERGY PARTNERS LP","500 DALLAS STREET SUITE 1000","HOUSTON","HARRIS","TX",77002,950,"11/22/2004",2004,"38 19' 459""","121 55' 980""","VACAVILLE","SOLANO","CA",95687,,,,,,0,0,0,0,,15,0,25000,"REPAIR & REMEDIATION",25015,"YES","DIESEL FUEL",3,"GASOLINE, DIESEL, FUEL OIL OR OTHER PETROLEUM PRODUCT WHICH IS A LIQUID AT AMBIENT CONDITIONS",2,"GALLONS",10,0,6,"EQUIPMENT",,"NO",,"NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20040361,,,300,,"PLAINS PIPELINE, L.P.","333 CLAY ST ","HOUSTON","HARRIS","TX",77002,1020,"3/29/2004",2004,"N31 38.611'","W102 55.262'","PENWELL","ECTOR","TX",79776,862,,,,,0,0,550,0,,150,0,1000,"DAMAGES",1700,"YES","SWEET CRUDE (WTI)",4,"CRUDE OIL",1,"BARRELS",3,0,1,"CORROSION",,"NO",,"NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20040362,,,1845,,"BUCKEYE PIPE LINE COMPANY","PO BOX 368","EMMAUS","LEHIGH","PA",18049,1850,"11/25/2004",2004,40.61,-74.24,"LINDEN","UNION","NJ",7036,0,,742428,,"11/25/2004",0,980,12000,0,,0,0,0,,12980,"YES","REGULAR GASOLINE",3,"GASOLINE, DIESEL, FUEL OIL OR OTHER PETROLEUM PRODUCT WHICH IS A LIQUID AT AMBIENT CONDITIONS",2,"GALLONS",30,30,6,"EQUIPMENT",,"NO",,"NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20040363,,,11733,,"LOOP LLC","111 VETERANS BOULEVARD SUITE 600","METAIRIE","JEFFERSON","LA",70005,820,"6/23/2004",2004,"30 00' 30.1""","90 51' 15.1'"," ST JAMES","ST JAMES","LA",,"FV -ML10",,,,"6/23/2004",0,0,0,0,,80,30000,141000,"CLEANING OF TANK FOR ENTRY TO INVESTIGATE CAUSE",171080,"YES","ARABIAN MEDIUM",4,"CRUDE OIL",1,"BARRELS",2,2,1,"CORROSION","TANK 605","NO","INTRASTATE","NO",,,,"NO","YES","NO","NO",,1,"ABOVE GROUND STORAGE TANK",,14,"OTHER","TANK FLOOR",,,,"NO",,,,,,,,,,,"NO","NO","NO","NO","NO","NO","NO","NO",,,,,,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,,,,,,,,,3,"ABOVE GROUND",,,0,0,0,0,0,0,0,"NO",,,,"NO","NO","NO",,,,,,"NO","NO","NO","YES",24,"NO","NO","NO","NO","NO","NO","NO","NO",,,,,,,,"NO",3,"LOCAL OPERATING PERSONNEL, PROCEDURES OR EQUIPMENT",,,5
20040364,,,19237,,"TEPPCO","2929 ALLEN PARKWAY","HOUSTON","HOUSTON","TX",77019,1000,"12/9/2004",2004,"N30 45 24","W093 46 40","NEWTON","NEWTON","TX",75966,,,,,,0,0,0,0,,10,0,3000,"CLEAN UP COSTS",3010,"YES","DIESEL LOW SULFUR",3,"GASOLINE, DIESEL, FUEL OIL OR OTHER PETROLEUM PRODUCT WHICH IS A LIQUID AT AMBIENT CONDITIONS",2,"GALLONS",5,5,6,"EQUIPMENT",,"NO",,"NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20040365,1,"CORROSION, EXTERNAL",32035,,"LOUIS DREYFUS PIPELINE LP","13430 NORTHWEST FREEWAY   SUITE 1200","HOUSTON","HARRIS","TX",77040,2120,"11/3/2004",2004,"N 32 21' 51","W 99 37' 20.8","CLYDE ","CALLAHAN","TX",79510,"MP 147.38",,,,,0,0,0,0,,640,0,0,,640,"YES","NGL",1,"HVLS/OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS",1,"BARRELS",18,0,1,"CORROSION","MIDLAND TO CORSICANA","NO","INTRASTATE","NO",,,,"NO","NO","YES","NO",,5,"ONSHORE PIPELINE, INCLUDING VALVE SITES",,1,"BODY OF PIPE",,1943,350,704,"NO",1,"LEAK",,1,"PINHOLE",,,,,,"NO","NO","NO","NO","NO","NO","NO","NO",,,"YES",1,"YES","YES",2003,"NO",,"NO",,"NO",,"YES",2003,"NO",,"NO",,"NO",,12,0.25,"X-42",42000,"ERW","NA","UNK",,4,"UNDER GROUND",,20,0,0,0,0,0,0,0,"NO",,,,"NO","NO","NO",,,,0,30,"NO","NO","NO","NO",,"NO","NO","NO","NO","NO","NO","NO","NO",,,,,,,,"NO",6,"A THIRD PARTY",,0,18
20040366,1,"CORROSION, EXTERNAL",10012,,"KANEB PIPE LINE OPERATING COMPANY LP","7340 WEST 21ST STREET","WICHITA","BUTLER","KS",67205,1150,"11/23/2004",2004,37.916841,-96.895109,"EL DORADO","BUTLER","KS",67042,,"90+00",742248,,"11/23/2004",0,20000,100000,0,,3000,35000,0,,158000,"YES","X-5 HIGH SULFUR DIESEL FUEL",3,"GASOLINE, DIESEL, FUEL OIL OR OTHER PETROLEUM PRODUCT WHICH IS A LIQUID AT AMBIENT CONDITIONS",1,"BARRELS",60,54,1,"CORROSION","EL DORADO TO POTWIN 8","NO","INTERSTATE","NO",,,,"NO","NO","YES","NO",,5,"ONSHORE PIPELINE, INCLUDING VALVE SITES",,1,"BODY OF PIPE",,1955,959,960,"NO",1,"LEAK",,1,"PINHOLE",,,,,,"YES","NO","NO","NO","YES","NO","NO","NO",14784,14784,"YES",1,"YES","YES",2004,"NO",,"NO",,"YES",2004,"NO",,"NO",,"NO",,"NO",,8,0.32,"GRADE B",35000,"LAP WELDED","NA","UNKNOWN",1955,4,"UNDER GROUND",,38,0,0,0,0,0,0,0,"YES",1,6,0,"NO","NO","NO",,,,0,0,"NO","NO","NO","YES",600,"NO","YES","YES","YES","YES","YES","NO","YES",0.12,"NO","YES","YES","NO",,,"YES",6,"A THIRD PARTY",,0,15
20040367,,,22610,,"MAGELLAN PIPELINE COMPANY LP","ONE WILLIAMS CENTER, PO BOX 22186","TULSA","TULSA","OK","74121-2186",1428,"11/22/2004",2004,"N39.13819",-94.60235,"KANSAS CITY","WYANDOTTE","KS",66115,"0+00",,,,,0,1000,7500,0,,176,0,0,,8676,"YES","JET FUEL",3,"GASOLINE, DIESEL, FUEL OIL OR OTHER PETROLEUM PRODUCT WHICH IS A LIQUID AT AMBIENT CONDITIONS",1,"BARRELS",3,3,6,"EQUIPMENT",,"NO",,"NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20040368,,,31858,,"WILLIAMS PETROLEUM SERVICES LLC","ONE WILLIAMS CENTER, PO BOX 22186","TULSA","TULSA","OK","74121-2186",819,"11/11/2004",2004,"N 31D 49.0810'","W 102D 20.0738'","ODESSA","ECTOR","TX",79766,29.19,,,,,0,6300,14850,0,,150,4000,0,,25300,"YES","GASOLINE",3,"GASOLINE, DIESEL, FUEL OIL OR OTHER PETROLEUM PRODUCT WHICH IS A LIQUID AT AMBIENT CONDITIONS",1,"BARRELS",0,0,7,"INCORRECT OPERATION",,"NO",,"NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20040369,,,9175,,"JAYHAWK PIPELINE LLC","2000 SOUTH MAIN","MCPHERSON","MCPHERSON","KS",62467,2,"12/1/2004",2004,40.2428,"99 -1919","HOLDREGE","PHELPS","NE",,"HOLDREGE STATION",,743038,,"12/2/2004",0,0,100,0,,10,50,150,"LABOR",310,"YES","PETROLEUM CRUDE OIL",4,"CRUDE OIL",2,"GALLONS",10,0,6,"EQUIPMENT",,"NO",,"NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20040370,2,"CORROSION, INTERNAL",9175,,"JAYHAWK PIPELINE LLC","2000 SOUTH MAIN","MCPHERSON","MCPHERSON","KS",67460,1150,"11/28/2004",2004,"37 0825","100 34 10","PLAINS","MEADE","KS",67869,,,742600,,"11/28/2004",0,500,0,0,,315,300,736,"LABOR",1851,"YES","PETROLEUM CRUDE OIL",4,"CRUDE OIL",1,"BARRELS",10,3,1,"CORROSION","MEADE STATION","NO","INTERSTATE","NO",,,,"NO","YES","NO","NO",,3,"PUMP/METER STATION; TERMINAL/TANK FARM PIPING AND EQUIPMENT, INCLUDING SUMPS",,1,"BODY OF PIPE",,1958,72,540,"NO",,,,,,,,,,,"NO","NO","NO","NO","NO","NO","NO","NO",,,,,,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,"NO",,6.63,0.28,"GRADE B",35000,"EW",,"NA",,4,"UNDER GROUND",,30,0,0,0,0,0,0,0,"YES",0,3,30,"NO","NO","NO",,,,3,30,"NO","NO","NO","YES",2,"NO","YES","NO","NO","YES","NO","NO","NO",,,,,,,,"NO",3,"LOCAL OPERATING PERSONNEL, PROCEDURES OR EQUIPMENT",,,
